WahlkreisNr,Wahlkreis,Voters,Voted,Invalid_S1,Invalid_S2,Valid_S1,Valid_S2,SPD_S1,SPD_S2,CDU_S1,CDU_S2,FDP_S1,FDP_S2,DIE LINKE_S1,DIE LINKE_S2,GRÜNE_S1,GRÜNE_S2,CSU_S1,CSU_S2,NPD_S1,NPD_S2,REP_S1,REP_S2,FAMILIE_S1,FAMILIE_S2,Die Tierschutzpartei_S1,Die Tierschutzpartei_S2,PBC_S1,PBC_S2,MLPD_S1,MLPD_S2,BüSo_S1,BüSo_S2,BP_S1,BP_S2,PSG_S2,Volksabstimmung_S1,Volksabstimmung_S2,ZENTRUM_S1,ZENTRUM_S2,ADM_S1,ADM_S2,CM_S2,DKP_S1,DKP_S2,DVU_S2,DIE VIOLETTEN_S1,DIE VIOLETTEN_S2,FWD_S2,ödp_S1,ödp_S2,PIRATEN_S1,PIRATEN_S2,RRP_S1,RRP_S2,RENTNER_S2,Freie Union_S1,Übrige_S1
74,Mansfeld,232 086,136 840,3 127,2 738,133 713,134 102,23 028,21 030,43 014,39 645,10 818,14 574,47 051,46 802,5 465,4 977,0,0,4 337,3 713,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,2 623,0,0,0,0,0
75,Berlin-Mitte,197 252,133 355,2 749,2 340,130 606,131 015,33 943,27 780,28 760,24 854,8 869,13 590,24 871,25 216,28 108,28 880,0,0,2 110,1 530,0,519,0,0,0,1 576,0,0,0,107,951,329,0,0,116,0,0,0,0,0,0,0,0,167,129,0,527,0,0,245,0,5 450,0,0,0,0,2 994
76,Berlin-Pankow,232 250,166 099,2 836,2 350,163 263,163 749,44 769,29 850,28 374,28 163,9 604,13 626,47 070,45 099,26 674,32 401,0,0,3 702,3 007,0,486,0,0,0,2 225,0,0,0,104,1 090,457,0,0,178,0,0,0,0,0,0,0,0,235,241,0,559,0,0,351,0,6 767,0,0,0,0,1 980
77,Berlin-Reinickendorf,183 112,132 532,3 039,2 666,129 493,129 866,35 540,27 842,50 554,42 771,13 711,20 580,10 525,12 060,13 875,17 577,0,0,2 613,2 074,0,772,0,0,0,1 946,0,0,0,30,879,372,0,0,76,0,0,0,0,0,0,0,0,36,165,0,340,0,0,246,0,2 979,0,0,0,0,1 796
78,Berlin-Spandau – Charlottenburg Nord,184 436,126 799,3 098,2 821,123 701,123 978,41 051,29 109,44 994,37 170,10 612,18 277,11 446,13 611,10 853,16 451,0,0,2 463,1 982,0,618,0,0,0,2 019,0,0,285,96,1 245,560,0,0,87,0,0,0,0,0,0,0,0,44,184,0,371,0,0,226,0,3 173,0,0,0,0,752
79,Berlin-Steglitz-Zehlendorf,217 335,172 795,2 610,2 188,170 185,170 607,45 691,34 488,66 075,53 085,15 138,28 876,9 325,12 270,27 392,33 004,0,0,1 544,1 309,0,472,1 416,0,0,1 860,0,0,0,34,462,283,0,0,79,0,0,0,0,0,0,0,0,36,137,875,623,0,0,312,0,3 739,0,0,0,0,2 267
80,Berlin-Charlottenburg-Wilmersdorf,195 857,150 356,2 623,1 971,147 733,148 385,47 340,31 719,44 549,39 331,16 397,24 313,9 978,12 868,26 778,32 724,0,0,1 187,893,0,262,0,0,0,1 518,0,0,0,34,912,265,0,0,53,0,0,0,0,0,0,0,0,45,88,0,465,0,0,243,0,3 564,0,0,0,0,592
81,Berlin-Tempelhof-Schöneberg,232 759,172 928,3 533,3 001,169 395,169 927,38 244,36 351,54 971,45 372,13 292,23 407,13 787,16 995,44 506,36 630,0,0,2 413,1 891,0,545,0,0,0,2 270,0,0,0,72,1 328,463,0,0,86,0,0,0,0,0,0,0,0,101,192,0,598,0,0,335,0,4 619,0,0,0,0,854
82,Berlin-Neukölln,197 444,132 613,3 915,3 357,128 698,129 256,35 168,27 639,39 618,33 469,11 468,16 486,15 852,17 986,18 805,22 698,0,0,3 356,2 554,0,611,0,0,0,2 066,0,0,218,108,0,209,0,0,128,0,0,0,0,0,0,0,280,150,158,0,394,0,0,261,0,4 339,0,0,0,0,3 933
83,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,222 647,160 861,2 572,2 419,158 289,158 442,26 415,32 015,18 394,18 788,6 425,9 693,27 796,39 641,73 897,43 347,0,0,1 791,1 436,0,284,0,0,0,1 793,0,0,0,130,0,166,0,0,171,0,0,0,0,0,0,0,649,354,118,0,727,0,0,306,0,9 473,0,0,0,0,2 922
84,Berlin-Treptow-Köpenick,200 391,142 838,2 326,2 083,140 512,140 755,25 520,27 765,29 124,25 955,6 247,11 261,62 880,47 438,10 495,15 486,0,0,4 092,3 688,0,443,0,0,0,2 106,0,0,398,168,1 131,513,0,0,132,0,0,0,0,0,0,0,0,205,234,0,367,0,0,281,0,4 713,0,0,0,0,625
85,Berlin-Marzahn-Hellersdorf,203 416,128 897,2 496,2 224,126 401,126 673,20 336,20 906,24 563,22 875,6 969,9 741,60 236,51 662,7 242,8 847,0,0,4 725,3 832,0,456,0,0,0,2 189,0,0,0,127,1 564,579,0,0,156,0,0,0,0,0,0,0,0,235,356,0,249,0,0,189,0,4 274,0,0,0,0,766
86,Berlin-Lichtenberg,204 766,132 766,2 283,2 014,130 483,130 752,24 028,22 618,22 566,21 347,5 048,8 666,61 874,53 815,9 652,11 490,0,0,4 492,3 603,0,453,0,0,0,1 960,0,0,0,101,1 384,513,0,0,158,0,0,0,0,0,0,0,0,286,273,0,272,0,0,225,0,4 972,0,0,0,0,1 439
87,Aachen I,176 885,130 211,1 582,1 194,128 629,129 017,38 523,28 937,50 703,41 146,11 554,19 464,9 520,10 911,17 241,20 765,0,0,1 088,789,0,221,0,385,0,672,0,0,0,34,0,32,0,0,9,0,87,0,62,0,0,0,0,0,54,0,0,0,0,149,0,4 837,0,149,314,0,0
88,Aachen II,228 546,160 816,2 766,2 296,158 050,158 520,54 205,45 981,63 511,53 062,13 275,23 518,13 502,14 926,11 056,12 491,0,0,2 501,1 767,0,820,0,792,0,1 107,0,0,0,19,0,29,0,0,18,0,125,0,70,0,0,0,0,0,114,0,0,0,0,81,0,2 764,0,239,597,0,0
89,Heinsberg,187 605,131 761,2 409,1 923,129 352,129 838,31 111,27 877,65 143,53 888,12 342,21 315,9 859,10 638,8 933,9 307,0,0,1 964,1 532,0,413,0,784,0,1 047,0,0,0,17,0,24,0,0,20,0,145,0,69,0,0,0,0,0,73,0,0,0,0,94,0,1 976,0,199,420,0,0
90,Düren,199 907,144 058,2 447,1 979,141 611,142 079,43 655,36 209,65 662,53 597,10 745,21 383,10 079,11 924,8 956,11 102,0,0,2 514,2 066,0,259,0,891,0,1 100,0,0,0,20,0,28,0,0,19,0,201,0,72,0,0,0,0,0,74,0,0,0,0,62,0,2 273,0,207,592,0,0
91,Rhein-Erft-Kreis I,245 417,180 037,2 597,2 259,177 440,177 778,63 487,49 072,69 845,60 798,18 620,29 495,11 215,13 214,11 195,16 136,0,0,2 620,1 952,0,500,0,793,0,1 333,0,0,0,33,0,42,0,0,29,0,236,0,80,0,0,0,0,0,98,0,0,0,0,151,0,2 688,0,195,933,0,458
92,Euskirchen – Rhein-Erft-Kreis II,245 382,176 069,3 421,2 576,172 648,173 493,50 035,40 709,75 290,63 653,20 620,32 011,11 679,13 139,12 239,15 126,0,0,2 321,1 810,0,420,0,931,0,1 276,0,0,0,43,0,40,0,0,24,0,209,0,103,0,0,0,0,0,146,0,0,0,0,160,0,2 523,0,326,844,0,464
93,Köln I,186 798,127 011,1 718,1 178,125 293,125 833,43 837,33 774,42 094,34 195,10 902,18 981,10 614,12 092,15 557,20 019,0,0,1 971,1 398,0,368,0,433,0,816,0,0,0,70,0,25,0,0,20,0,179,0,74,0,0,0,0,0,53,0,0,0,0,146,0,2 522,0,214,454,0,318
94,Köln II,224 430,172 562,1 350,1 006,171 212,171 556,55 471,37 665,59 710,48 545,18 455,32 663,9 550,12 138,26 614,34 040,0,0,1 131,809,0,227,0,337,0,755,0,0,281,41,0,27,0,0,28,0,129,0,67,0,0,0,0,0,48,0,0,0,0,252,0,3 237,0,207,341,0,0
95,Köln III,197 023,134 252,1 619,1 296,132 633,132 956,47 625,37 019,38 093,33 367,11 187,17 225,11 390,13 540,22 550,24 797,0,0,1 788,1 231,0,367,0,473,0,847,0,0,0,53,0,38,0,0,26,0,153,0,58,0,0,0,0,0,57,0,0,0,0,201,0,2 791,0,257,456,0,0
96,Bonn,219 218,167 574,1 898,1 655,165 676,165 919,55 251,37 387,51 674,51 654,31 606,31 483,8 381,11 624,16 856,26 573,0,0,1 211,1 049,0,244,0,443,0,786,0,0,0,40,251,87,0,0,26,0,137,0,87,0,0,0,0,0,52,446,0,0,0,208,0,3 685,0,74,280,0,0
97,Rhein-Sieg-Kreis I,231 404,167 034,2 203,1 856,164 831,165 178,42 568,37 986,73 959,58 516,18 727,31 488,10 523,11 650,15 389,17 359,0,0,1 765,1 462,0,271,0,678,0,1 113,0,0,0,19,0,21,0,0,15,1 581,741,0,100,0,0,0,0,0,93,0,0,0,0,153,0,2 887,0,194,432,0,319
98,Rhein-Sieg-Kreis II,211 859,161 746,1 994,1 715,159 752,160 031,39 489,33 235,80 363,59 487,16 012,34 858,7 430,8 800,14 046,16 898,0,0,1 443,1 188,0,224,0,605,0,974,0,0,0,27,0,15,0,0,15,969,452,0,96,0,0,0,0,0,69,0,0,0,0,149,0,2 445,0,163,331,0,0
99,Oberbergischer Kreis,211 963,150 609,2 389,2 173,148 220,148 436,41 165,35 604,71 759,56 807,12 990,25 007,9 599,11 070,10 066,12 826,0,0,1 734,1 317,0,380,0,905,0,977,0,0,0,16,0,36,0,0,22,0,193,0,79,0,0,0,0,0,119,0,0,0,458,264,0,2 035,0,228,551,0,449
100,Rheinisch-Bergischer Kreis,215 582,166 669,1 598,1 541,165 071,165 128,43 992,38 415,82 523,58 572,14 198,31 480,8 561,10 832,13 745,18 582,0,0,1 643,1 227,0,353,0,725,0,1 111,0,0,0,30,0,47,0,0,18,0,197,0,87,0,0,0,0,0,94,0,0,0,0,177,0,2 346,0,292,543,0,409
101,Leverkusen – Köln IV,213 303,146 460,2 044,1 605,144 416,144 855,53 517,40 982,51 242,43 188,11 332,20 670,11 723,13 715,13 386,18 064,0,0,2 364,1 815,0,448,0,712,0,1 039,0,0,323,180,0,42,0,0,29,0,153,0,76,0,0,0,0,0,92,0,0,0,0,160,0,2 578,0,292,620,0,529
102,Wuppertal I,216 614,145 089,2 101,1 915,142 988,143 174,51 180,39 244,49 021,40 972,11 852,19 458,15 003,16 743,13 308,18 285,0,0,2 337,1 537,0,1 098,0,629,0,1 009,0,0,287,114,0,25,0,0,27,0,169,0,56,0,0,0,0,0,78,0,0,0,0,128,0,2 880,0,189,533,0,0
103,Solingen – Remscheid – Wuppertal II,229 927,162 192,2 157,1 794,160 035,160 398,54 910,42 869,62 365,51 248,13 940,26 079,13 418,15 057,12 956,16 357,0,0,2 446,1 668,0,664,0,819,0,1 103,0,0,0,91,0,44,0,0,26,0,193,0,102,0,0,0,0,0,139,0,0,0,0,157,0,2 891,0,223,668,0,0
104,Mettmann I,204 450,150 715,1 709,1 613,149 006,149 102,50 319,36 767,66 300,52 053,11 674,27 081,8 412,10 411,10 611,15 404,0,0,1 690,1 218,0,628,0,785,0,960,0,0,0,32,0,48,0,0,21,0,164,0,84,0,0,0,0,0,69,0,0,0,0,123,0,2 401,0,257,596,0,0
105,Mettmann II,168 402,122 690,1 541,1 261,121 149,121 429,43 173,32 740,48 276,40 999,11 332,20 574,8 418,9 839,8 447,11 350,0,0,1 503,1 061,0,467,0,596,0,756,0,0,0,28,0,28,0,0,20,0,122,0,94,0,0,0,0,0,84,0,0,0,0,95,0,1 955,0,199,422,0,0
106,Düsseldorf I,218 215,159 600,1 586,1 214,158 014,158 386,45 125,35 625,68 749,52 747,16 472,31 626,10 266,11 962,15 894,19 967,0,0,1 304,804,0,734,0,405,0,876,0,0,204,71,0,38,0,0,28,0,114,0,90,0,0,0,0,0,47,0,0,0,0,104,0,2 554,0,155,439,0,0
107,Düsseldorf II,195 910,134 823,1 690,1 328,133 133,133 495,44 295,34 873,50 233,40 906,10 758,20 625,12 948,13 244,13 137,16 897,0,0,1 560,900,0,1 002,0,511,0,841,0,0,202,64,0,28,0,0,23,0,119,0,89,0,0,0,0,0,63,0,0,0,0,108,0,2 499,0,208,495,0,0
108,Neuss I,213 950,149 942,1 966,1 695,147 976,148 247,43 614,36 812,70 787,55 419,12 763,25 944,8 709,9 755,9 935,12 133,0,0,2 168,1 543,0,530,0,813,0,989,0,0,0,30,0,22,0,0,22,0,133,0,509,0,0,0,0,0,85,0,0,0,0,107,0,2 556,0,242,603,0,0
109,Mönchengladbach,194 294,124 190,1 774,1 444,122 416,122 746,33 852,30 018,55 784,43 020,11 573,22 148,9 233,10 241,10 162,10 876,0,0,1 569,1 231,0,301,0,526,0,906,0,0,0,31,0,20,0,0,19,0,104,0,259,0,0,0,0,0,49,0,0,0,0,84,0,2 191,0,196,526,0,243
110,Krefeld I – Neuss II,204 291,149 731,1 695,1 473,148 036,148 258,43 087,35 551,62 639,53 252,18 168,28 625,8 641,10 016,12 043,13 867,0,0,1 358,1 012,0,345,2 100,1 028,0,926,0,0,0,44,0,32,0,0,20,0,121,0,285,0,0,0,0,0,60,0,0,0,0,90,0,2 267,0,195,522,0,0
111,Viersen,227 805,164 366,1 990,1 658,162 376,162 708,41 691,36 743,79 359,61 723,15 755,30 071,11 102,11 935,12 633,14 433,0,0,1 836,1 428,0,302,0,840,0,1 269,0,0,0,22,0,22,0,0,25,0,133,0,106,0,0,0,0,0,78,0,0,0,0,130,0,2 554,0,171,723,0,0
112,Kleve,226 029,158 453,2 128,1 714,156 325,156 739,46 290,36 810,76 480,66 161,14 620,25 249,8 787,9 566,10 148,12 355,0,0,0,1 045,0,299,0,819,0,974,0,0,0,25,0,29,0,0,15,0,115,0,90,0,0,0,0,0,95,0,0,0,0,138,0,2 277,0,166,511,0,0
113,Wesel I,207 451,151 261,1 740,1 553,149 521,149 708,57 225,48 139,57 576,49 564,10 624,19 441,11 071,12 676,9 873,12 853,0,0,1 569,1 323,0,395,1 583,923,0,969,0,0,0,30,0,28,0,0,15,0,97,0,86,0,0,0,0,0,87,0,0,0,0,114,0,2 335,0,187,446,0,0
114,Krefeld II – Wesel II,182 878,129 601,1 681,1 412,127 920,128 189,50 636,40 990,44 906,38 812,11 098,18 168,10 123,11 438,9 462,12 727,0,0,1 425,1 091,0,308,0,535,0,841,0,0,270,108,0,21,0,0,20,0,102,0,72,0,0,0,0,0,76,0,0,0,0,76,0,2 078,0,187,539,0,0
115,Duisburg I,174 332,119 956,1 747,1 546,118 209,118 410,50 231,43 400,37 146,31 256,6 956,11 768,12 481,13 717,8 933,11 123,0,0,2 102,1 470,0,573,0,631,0,971,0,0,0,151,0,34,0,0,29,0,113,0,127,0,0,0,0,0,103,0,0,0,0,100,0,2 123,0,205,516,0,360
116,Duisburg II,171 011,103 924,1 799,1 555,102 125,102 369,47 568,40 861,27 634,24 190,5 734,8 813,11 275,13 901,6 288,7 577,0,0,3 042,2 019,0,540,0,533,0,885,0,0,275,178,0,34,0,0,31,0,87,0,181,0,0,0,0,0,121,0,0,0,0,58,0,1 685,0,187,488,0,309
117,Oberhausen – Wesel III,212 283,148 108,1 982,1 803,146 126,146 305,65 189,57 689,40 001,35 712,9 231,15 049,14 008,16 311,14 772,13 352,0,0,2 643,2 011,0,480,0,740,0,1 109,0,0,282,118,0,43,0,0,35,0,119,0,93,0,0,0,0,0,135,0,0,0,0,106,0,2 325,0,211,667,0,0
118,Mülheim – Essen I,194 638,140 658,1 722,1 407,138 936,139 251,57 547,49 498,44 653,37 762,11 852,18 416,12 143,13 226,10 801,13 253,0,0,1 940,1 458,0,538,0,698,0,1 018,0,0,0,139,0,60,0,0,32,0,108,0,66,0,0,0,0,0,83,0,0,0,0,97,0,2 054,0,227,518,0,0
119,Essen II,171 457,107 997,1 581,1 308,106 416,106 689,49 023,41 637,28 968,25 067,6 967,10 947,11 065,12 431,7 352,9 495,0,0,2 218,1 619,0,979,0,565,0,874,0,0,240,141,583,154,0,0,31,0,118,0,74,0,0,0,0,0,62,0,0,0,0,65,0,1 852,0,171,407,0,0
120,Essen III,197 729,149 281,1 591,1 198,147 690,148 083,57 055,45 888,53 269,44 455,11 035,20 829,10 240,12 239,13 969,17 807,0,0,1 614,1 227,0,598,0,525,0,915,0,0,0,91,508,148,0,0,39,0,142,0,78,0,0,0,0,0,75,0,0,0,0,109,0,2 341,0,173,404,0,0
121,Recklinghausen I,174 767,124 037,1 847,1 379,122 190,122 658,52 627,43 571,37 504,34 732,9 090,13 462,12 781,14 202,7 846,9 984,0,0,2 078,1 470,0,410,0,599,0,852,0,0,0,80,0,30,0,0,17,0,102,0,56,0,0,0,0,0,182,0,0,0,0,82,0,2 162,0,202,463,0,264
122,Recklinghausen II,194 999,140 361,1 810,1 428,138 551,138 933,58 984,51 110,44 021,40 418,10 678,15 219,13 805,14 614,8 603,10 299,0,0,2 269,1 554,0,483,0,694,0,1 010,0,0,191,96,0,28,0,0,29,0,134,0,64,0,0,0,0,0,135,0,0,0,0,83,0,2 285,0,211,467,0,0
123,Gelsenkirchen,187 486,121 673,2 652,1 472,119 021,120 201,64 623,50 435,31 011,27 930,8 344,10 846,0,14 497,9 013,8 327,0,0,4 199,2 018,0,1 094,0,573,0,818,0,0,1 831,454,0,33,0,0,21,0,112,0,67,0,0,0,0,0,108,0,0,0,0,52,0,2 148,0,158,510,0,0
124,Steinfurt I – Borken I,200 304,143 677,1 979,1 411,141 698,142 266,42 736,34 893,63 123,59 231,17 533,22 277,8 306,9 197,8 774,10 999,0,0,1 226,993,0,201,0,647,0,568,0,0,0,16,0,20,0,0,20,0,67,0,128,0,0,0,0,0,62,0,0,0,0,113,0,2 249,0,227,358,0,0
125,Bottrop – Recklinghausen III,208 655,148 523,1 804,1 596,146 719,146 927,62 810,54 532,48 290,42 153,9 710,16 171,13 765,15 624,8 372,10 267,0,0,2 391,1 738,0,643,0,804,0,1 052,0,0,243,128,0,34,0,0,23,0,102,0,74,0,0,0,0,0,114,0,0,0,1 138,447,0,2 261,0,182,578,0,0
126,Borken II,196 659,147 728,1 494,1 231,146 234,146 497,37 324,32 344,79 254,67 056,12 521,24 230,6 385,7 222,9 706,10 793,0,0,1 044,805,0,188,0,625,0,599,0,0,0,17,0,12,0,0,13,0,73,0,103,0,0,0,0,0,56,0,0,0,0,94,0,1 823,0,100,344,0,0
127,Coesfeld – Steinfurt II,189 353,146 369,1 372,1 100,144 997,145 269,37 851,31 790,73 636,61 901,14 229,24 041,7 634,8 504,10 674,13 607,0,0,973,752,0,213,0,703,0,705,0,0,0,13,0,16,0,0,20,0,80,0,93,0,0,0,0,0,67,0,0,0,0,163,0,2 008,0,169,424,0,0
128,Steinfurt III,192 966,143 782,1 842,1 371,141 940,142 411,58 679,43 523,61 444,51 067,11 613,20 001,9 075,9 250,0,13 366,0,0,1 129,929,0,204,0,686,0,555,0,0,0,14,0,24,0,0,15,0,56,0,63,0,0,0,0,0,71,0,0,0,0,85,0,2 047,0,169,286,0,0
129,Münster,210 934,163 921,1 362,1 190,162 559,162 731,53 029,38 604,63 819,54 902,16 131,23 951,7 805,10 970,20 822,27 985,0,0,718,574,0,175,0,416,0,567,0,0,0,39,0,17,0,0,19,0,89,0,78,0,0,0,0,0,38,0,0,0,0,417,0,3 489,0,107,294,0,235
130,Warendorf,211 287,156 217,2 696,1 809,153 521,154 408,49 996,37 608,75 187,62 706,16 333,23 668,12 005,9 824,0,14 609,0,0,0,977,0,302,0,685,0,688,0,0,0,8,0,14,0,0,16,0,112,0,107,0,0,0,0,0,82,0,0,0,0,119,0,2 308,0,132,443,0,0
131,Gütersloh I,232 944,168 245,2 536,1 925,165 709,166 320,53 509,42 512,74 149,64 808,15 138,24 698,9 909,10 855,11 924,16 035,0,0,0,1 202,0,361,0,824,0,855,0,0,0,25,0,24,0,0,24,0,152,0,86,0,0,0,0,0,118,0,0,0,625,379,0,2 639,0,177,546,0,455
132,Bielefeld – Gütersloh II,247 085,180 441,2 348,2 091,178 093,178 350,61 405,53 583,64 621,54 277,10 852,19 883,14 056,17 126,24 981,25 057,0,0,1 784,1 453,0,311,0,755,0,956,0,0,0,68,394,100,0,0,45,0,132,0,67,0,0,0,0,0,120,0,0,0,0,179,0,3 497,0,190,551,0,0
133,Herford – Minden-Lübbecke II,233 781,165 115,2 497,2 079,162 618,163 036,62 644,53 661,61 244,53 025,15 549,22 018,12 090,12 887,11 091,14 121,0,0,0,1 362,0,603,0,856,0,942,0,0,0,31,0,26,0,0,23,0,189,0,56,0,0,0,0,0,90,0,0,0,0,137,0,2 373,0,215,421,0,0
134,Minden-Lübbecke I,209 155,147 381,1 996,1 756,145 385,145 625,57 561,47 299,61 751,51 869,9 628,18 097,8 809,10 401,7 636,11 482,0,0,0,917,0,771,0,820,0,713,0,0,0,21,0,22,0,0,29,0,98,0,56,0,0,0,0,0,83,0,0,0,0,113,0,2 284,0,153,397,0,0
135,Lippe I,174 517,127 817,1 880,1 522,125 937,126 295,50 688,43 628,46 447,40 545,11 879,16 627,8 492,9 059,8 431,10 270,0,0,0,1 039,0,358,0,779,0,728,0,0,0,23,0,36,0,0,10,0,95,0,66,0,0,0,0,0,94,0,0,0,0,119,0,2 283,0,139,397,0,0
136,Höxter – Lippe II,216 917,158 321,2 673,2 368,155 648,155 953,49 149,45 184,71 813,58 814,12 086,23 125,9 100,10 266,9 957,11 708,0,0,1 502,1 151,0,254,1 586,1 037,0,727,0,0,0,21,0,21,0,0,31,0,125,0,91,0,0,0,0,0,109,0,0,0,455,309,0,2 474,0,132,374,0,0
137,Paderborn – Gütersloh III,243 442,172 558,2 208,2 107,170 350,170 451,43 120,34 925,88 754,73 354,15 282,28 805,9 436,10 380,12 001,14 619,0,0,1 757,1 340,0,377,0,1 111,0,810,0,0,0,24,0,26,0,0,28,0,149,0,113,0,0,0,0,0,116,0,0,0,0,184,0,3 478,0,145,467,0,0
138,Hagen – Ennepe-Ruhr-Kreis I,217 768,150 712,1 885,1 650,148 827,149 062,63 980,49 061,49 893,45 225,11 251,18 246,12 188,14 448,8 836,13 557,0,0,2 679,1 774,0,937,0,673,0,1 231,0,0,0,87,0,36,0,0,12,0,137,0,72,0,0,0,0,0,96,0,0,0,0,79,0,2 407,0,278,706,0,0
139,Ennepe-Ruhr-Kreis II,183 435,135 860,1 727,1 430,134 133,134 430,54 845,46 848,40 763,35 927,13 392,16 778,11 180,12 596,11 621,15 248,0,0,1 762,1 382,0,307,0,673,0,1 103,0,0,285,153,0,29,0,0,42,0,126,0,61,0,0,0,0,0,108,0,0,0,0,116,0,2 180,0,194,559,0,285
140,Bochum I,214 358,153 800,1 853,1 579,151 947,152 221,65 810,55 224,47 030,37 763,8 578,16 390,14 741,16 442,12 775,18 094,0,0,2 268,1 796,0,360,0,608,0,1 171,0,0,259,126,486,100,0,0,49,0,126,0,57,0,0,0,0,0,101,0,0,0,0,119,0,2 943,0,214,538,0,0
141,Herne – Bochum II,188 777,128 511,3 036,1 948,125 475,126 563,64 331,50 922,33 693,28 681,8 545,11 591,0,16 261,12 393,11 074,0,0,2 570,1 563,2 768,1 418,0,604,0,944,0,0,1 175,175,0,20,0,0,34,0,93,0,60,0,0,0,0,0,164,0,0,0,0,81,0,2 074,0,236,568,0,0
142,Dortmund I,214 213,149 331,1 556,1 258,147 775,148 073,60 839,48 882,40 623,36 237,12 890,17 813,14 273,16 272,16 141,20 133,0,0,2 281,1 469,0,231,0,521,0,960,0,0,288,146,440,103,0,0,22,0,128,0,63,0,0,0,0,0,838,0,0,0,0,105,0,3 311,0,201,638,0,0
143,Dortmund II,208 840,141 167,1 605,1 412,139 562,139 755,59 141,49 813,40 622,34 006,9 387,15 993,14 819,16 104,12 292,15 553,0,0,2 379,1 654,0,263,0,677,0,1 000,0,0,0,101,0,42,0,0,25,0,149,0,53,0,0,0,0,0,663,0,0,0,0,70,0,2 383,0,275,931,0,922
144,Unna I,202 933,148 909,1 757,1 552,147 152,147 357,62 638,55 439,47 702,38 646,9 418,17 773,12 451,13 842,12 737,13 756,0,0,2 206,1 665,0,307,0,727,0,1 045,0,0,0,44,0,24,0,0,18,0,144,0,52,0,0,0,0,0,207,0,0,0,0,88,0,2 439,0,183,958,0,0
145,Hamm – Unna II,239 907,167 422,2 324,1 932,165 098,165 490,72 446,55 249,54 088,52 623,14 952,19 998,11 638,15 917,8 993,12 798,0,0,2 981,2 113,0,536,0,810,0,1 049,0,0,0,60,0,26,0,0,26,0,120,0,66,0,0,0,0,0,206,0,0,0,0,88,0,2 889,0,241,675,0,0
146,Soest,232 781,165 293,2 204,1 921,163 089,163 372,47 583,41 522,74 725,59 805,15 625,27 675,11 432,12 460,11 924,14 081,0,0,1 800,1 324,0,388,0,1 037,0,922,0,0,0,13,0,48,0,0,22,0,149,0,123,0,0,0,0,0,118,0,0,0,0,106,0,2 612,0,315,652,0,0
147,Hochsauerlandkreis,209 440,152 242,1 927,1 702,150 315,150 540,40 010,36 741,77 687,63 133,13 753,24 530,9 362,10 064,7 966,9 460,0,0,1 537,1 223,0,306,0,910,0,809,0,0,0,25,0,23,0,0,26,0,146,0,121,0,0,0,0,0,96,0,0,0,0,112,0,2 008,0,206,601,0,0
