WahlkreisNr,Wahlkreis,Voters,Voted,Invalid_S1,Invalid_S2,Valid_S1,Valid_S2,SPD_S1,SPD_S2,CDU_S1,CDU_S2,FDP_S1,FDP_S2,DIE LINKE_S1,DIE LINKE_S2,GRÜNE_S1,GRÜNE_S2,CSU_S1,CSU_S2,NPD_S1,NPD_S2,REP_S1,REP_S2,FAMILIE_S1,FAMILIE_S2,Die Tierschutzpartei_S1,Die Tierschutzpartei_S2,PBC_S1,PBC_S2,MLPD_S1,MLPD_S2,BüSo_S1,BüSo_S2,BP_S1,BP_S2,PSG_S2,Volksabstimmung_S1,Volksabstimmung_S2,ZENTRUM_S1,ZENTRUM_S2,ADM_S1,ADM_S2,CM_S2,DKP_S1,DKP_S2,DVU_S2,DIE VIOLETTEN_S1,DIE VIOLETTEN_S2,FWD_S2,ödp_S1,ödp_S2,PIRATEN_S1,PIRATEN_S2,RRP_S1,RRP_S2,RENTNER_S2,Freie Union_S1,Übrige_S1
148,Siegen-Wittgenstein,218 411,156 878,2 271,1 682,154 607,155 196,60 500,44 822,64 217,53 999,15 482,23 059,12 009,12 362,0,13 385,0,0,2 399,1 910,0,660,0,755,0,920,0,0,0,22,0,26,0,0,22,0,152,0,88,0,0,0,0,0,67,0,0,0,0,218,0,2 044,0,200,485,0,0
149,Olpe – Märkischer Kreis I,214 196,151 127,1 941,1 733,149 186,149 394,42 273,36 470,70 705,59 358,15 568,25 021,10 100,10 797,8 476,10 379,0,0,2 064,1 564,0,503,0,879,0,978,0,0,0,40,0,20,0,0,37,0,151,0,115,0,0,0,0,0,119,0,0,0,0,108,0,1 901,0,281,673,0,0
150,Märkischer Kreis II,210 993,146 986,1 788,1 661,145 198,145 325,59 521,41 755,52 751,51 494,11 740,20 616,10 431,12 450,6 207,10 589,0,0,2 331,1 902,0,555,0,810,2 217,1 310,0,0,0,48,0,25,0,0,23,0,169,0,67,0,0,0,0,0,105,0,0,0,0,105,0,2 181,0,335,786,0,0
151,Nordsachsen,178 447,109 628,1 785,1 672,107 843,107 956,15 860,16 927,44 147,38 440,10 611,13 747,27 760,27 765,4 357,4 783,0,0,5 108,5 069,0,381,0,0,0,0,0,0,0,261,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Leipzig I,202 455,129 834,1 719,1 523,128 115,128 311,24 866,23 070,42 704,38 471,11 781,16 478,34 015,32 762,8 856,11 474,0,0,4 202,4 225,0,340,0,0,0,0,0,0,0,294,1 691,1 197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,Leipzig II,212 804,144 581,1 904,1 786,142 677,142 795,32 841,26 133,41 101,37 304,10 505,16 983,36 117,36 431,17 345,20 998,0,0,3 094,3 119,0,248,0,0,0,0,0,0,0,376,1 674,1 203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Leipzig-Land,231 084,148 389,2 283,2 081,146 106,146 308,23 471,23 354,60 969,53 735,14 799,19 240,33 044,34 826,6 745,7 533,0,0,5 988,5 751,0,462,0,0,0,0,0,0,0,375,0,1 032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 090
155,Meißen,216 629,140 109,2 289,2 288,137 820,137 821,17 236,17 987,62 290,51 703,12 403,20 052,29 423,31 286,8 315,7 979,0,0,7 050,6 875,0,404,0,0,0,0,0,0,0,327,0,1 208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 103
156,Bautzen I,237 786,154 966,2 907,2 573,152 059,152 393,16 870,18 906,64 325,59 103,17 755,20 969,38 241,37 144,6 505,6 431,0,0,8 363,7 597,0,527,0,0,0,0,0,0,0,448,0,1 268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Görlitz,238 958,149 737,2 750,2 590,146 987,147 147,17 005,18 569,62 338,55 015,13 935,19 223,35 786,36 231,7 381,7 004,0,0,7 842,8 035,0,540,0,0,0,0,0,0,0,413,2 700,2 117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Sächsische Schweiz-Osterzgebirge,215 674,141 214,2 454,2 254,138 760,138 960,16 194,16 725,62 530,56 001,15 292,19 910,28 233,28 970,6 378,7 346,0,0,7 983,7 717,0,412,0,0,0,0,0,0,0,258,2 150,1 621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Dresden I,230 676,157 220,2 007,1 773,155 213,155 447,25 959,24 373,56 749,53 247,14 818,20 574,37 180,34 171,13 668,16 961,0,0,3 851,3 980,0,281,0,0,0,0,0,0,0,297,1 575,1 563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 413
160,Dresden II – Bautzen II,231 247,154 609,2 328,2 012,152 281,152 597,22 268,21 518,55 401,51 621,18 204,21 783,29 679,30 870,18 871,19 978,0,0,4 389,4 501,0,366,0,0,0,0,0,0,436,391,1 597,1 569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 436
161,Mittelsachsen,223 149,143 690,2 294,2 123,141 396,141 567,20 800,18 677,61 579,54 525,14 032,19 726,32 744,34 630,5 921,6 208,0,0,6 320,6 200,0,483,0,0,0,0,0,0,0,315,0,803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Chemnitz,205 652,136 100,1 716,1 603,134 384,134 497,27 060,22 991,45 876,41 081,12 106,17 147,37 433,38 448,8 109,9 524,0,0,3 800,3 651,0,537,0,0,0,0,0,0,0,305,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Chemnitzer Umland – Erzgebirgskreis II,202 743,133 277,2 151,1 955,131 126,131 322,19 247,19 114,54 065,49 258,14 092,16 968,33 133,33 488,5 360,5 946,0,0,5 229,4 975,0,463,0,0,0,0,0,0,0,281,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Erzgebirgskreis I,247 624,159 655,2 884,2 857,156 771,156 798,17 168,18 846,63 211,60 413,23 820,22 051,37 166,39 545,5 896,5 919,0,0,7 930,7 876,0,618,0,0,0,0,0,0,0,373,0,1 157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 580
165,Zwickau,229 535,145 614,2 383,2 228,143 231,143 386,20 864,21 336,55 605,51 459,13 097,17 402,40 265,39 659,6 491,6 418,0,0,5 394,5 268,0,517,0,0,0,0,0,0,0,316,995,1 011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520
166,Vogtlandkreis,213 732,137 330,2 421,2 276,134 909,135 054,21 393,20 227,55 128,49 522,12 755,16 882,33 586,35 235,5 849,6 781,0,0,4 908,4 772,0,569,0,0,0,0,1 290,0,0,251,0,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Waldeck,192 360,140 808,3 801,3 513,137 007,137 295,51 737,45 343,48 414,41 109,13 180,20 210,10 400,11 657,11 209,13 498,0,0,1 756,1 393,0,504,0,0,0,1 121,0,0,0,48,0,122,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,2 175,0,0,0,0,311
168,Kassel,222 636,161 033,4 254,3 903,156 779,157 130,59 621,49 114,47 643,40 134,12 188,19 820,15 453,17 656,19 246,23 320,0,0,1 594,1 275,0,470,0,0,0,1 374,0,0,319,173,0,159,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,3 523,0,0,0,0,715
169,Werra-Meißner – Hersfeld-Rotenburg,184 337,135 727,3 713,3 630,132 014,132 097,53 275,45 401,45 711,39 966,12 290,17 526,11 080,12 927,7 530,10 679,0,0,2 128,1 939,0,422,0,0,0,1 004,0,0,0,35,0,155,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,1 948,0,0,0,0,0
170,Schwalm-Eder,194 732,144 490,4 391,4 275,140 099,140 215,56 519,47 585,47 053,40 592,13 487,19 854,11 395,12 958,9 370,12 935,0,0,2 275,1 813,0,556,0,0,0,1 256,0,0,0,37,0,119,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,2 382,0,0,0,0,0
171,Marburg,185 071,135 293,2 382,2 195,132 911,133 098,51 712,38 139,47 322,41 356,10 964,17 410,10 857,13 181,10 366,16 884,0,0,1 690,1 290,0,843,0,0,0,1 116,0,0,0,27,0,151,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,2 625,0,0,0,0,0
172,Lahn-Dill,212 611,147 952,3 104,2 730,144 848,145 222,47 897,40 485,60 214,50 391,12 968,21 137,9 815,12 133,11 032,13 382,0,0,2 922,2 236,0,741,0,0,0,1 431,0,0,0,40,0,147,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,2 972,0,0,0,0,0
173,Gießen,214 882,156 108,3 598,3 357,152 510,152 751,52 287,41 649,55 987,47 442,16 804,24 009,10 623,13 713,13 484,17 988,0,0,2 137,1 706,0,644,0,0,0,1 434,0,0,0,43,0,182,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,3 795,0,0,0,0,1 188
174,Fulda,210 695,156 363,3 465,3 141,152 898,153 222,35 602,29 960,77 514,63 835,15 268,27 119,10 267,11 590,11 257,13 158,0,0,2 972,2 306,0,910,0,0,0,1 337,0,0,0,54,0,191,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,2 607,0,0,0,0,18
175,Main-Kinzig – Wetterau II – Schotten,181 422,132 713,3 530,3 444,129 183,129 269,41 711,31 980,52 895,43 652,12 321,22 105,9 127,10 916,7 982,12 272,0,0,2 954,2 553,379,1 203,0,0,1 690,1 635,0,0,0,25,0,164,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,2 627,0,0,0,0,124
176,Hochtaunus,182 246,141 075,2 300,2 217,138 775,138 858,35 257,29 758,62 748,49 902,16 255,27 979,7 522,9 229,12 976,15 877,0,0,1 081,1 055,862,807,0,0,2 074,1 472,0,0,0,26,0,127,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,2 552,0,0,0,0,0
177,Wetterau I,173 946,131 624,2 757,2 617,128 867,129 007,42 438,31 677,53 317,43 285,11 785,23 124,7 497,9 336,9 434,14 730,0,0,2 360,2 197,0,365,0,0,1 785,1 434,0,0,0,30,0,121,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,2 631,0,0,0,0,251
178,Rheingau-Taunus – Limburg,221 226,166 456,3 400,2 837,163 056,163 619,45 127,36 352,75 224,60 875,17 463,30 530,9 066,10 853,13 141,17 210,0,0,1 432,1 490,1 603,1 133,0,0,0,1 665,0,0,0,32,0,174,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,3 199,0,0,0,0,0
179,Wiesbaden,187 479,133 425,2 374,2 221,131 051,131 204,42 751,30 892,53 416,40 831,12 350,23 194,9 016,11 333,10 970,18 560,0,0,1 516,1 070,0,1 049,0,0,0,1 005,0,0,0,37,588,269,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,2 839,0,0,0,0,444
180,Hanau,175 874,128 322,2 768,2 732,125 554,125 590,43 514,30 978,48 218,39 674,10 972,21 904,8 909,11 247,8 536,13 998,0,0,1 577,1 556,1 385,1 282,0,0,2 443,1 924,0,0,0,38,0,158,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,2 722,0,0,0,0,0
181,Main-Taunus,195 505,155 748,2 821,2 322,152 927,153 426,36 629,29 515,72 680,56 989,18 588,33 225,7 718,8 699,15 618,18 258,0,0,1 694,1 140,0,701,0,0,0,1 437,0,0,0,30,0,165,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,3 157,0,0,0,0,0
182,Frankfurt am Main I,190 058,132 429,2 217,2 091,130 212,130 338,39 147,29 107,45 866,36 031,12 876,22 761,12 031,14 551,15 701,20 645,0,0,1 327,1 266,862,824,0,0,1 879,1 415,0,0,170,92,353,210,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,3 355,0,0,0,0,0
183,Frankfurt am Main II,212 140,156 548,2 671,2 150,153 877,154 398,45 074,33 243,55 027,43 089,14 336,27 031,11 998,15 397,23 403,28 225,0,0,1 546,1 183,0,651,0,0,2 077,1 503,0,0,0,62,416,190,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,3 722,0,0,0,0,0
184,Groß-Gerau,172 278,128 119,3 099,2 765,125 020,125 354,44 973,35 058,45 410,37 526,10 177,18 630,9 449,11 103,12 072,15 677,0,0,2 457,1 680,0,1 098,0,0,0,1 463,0,0,0,60,0,178,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,2 772,0,0,0,0,482
185,Offenbach,221 180,158 857,3 969,4 213,154 888,154 644,44 542,34 376,62 281,49 267,15 843,28 409,11 594,13 813,15 243,19 863,0,0,2 434,1 766,0,1 068,0,0,2 722,1 858,0,0,0,41,0,198,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,3 835,0,0,0,0,229
186,Darmstadt,233 622,176 435,3 467,3 050,172 968,173 385,60 581,43 605,60 536,49 924,13 553,26 539,11 213,14 869,20 963,29 727,0,0,1 860,1 501,0,788,0,0,0,1 650,0,0,0,87,0,173,0,0,0,0,0,0,0,396,0,0,0,0,132,0,0,0,0,0,3 866,4 390,0,0,0,0,0
187,Odenwald,234 911,176 808,5 386,4 959,171 422,171 849,50 797,42 756,69 191,56 677,18 409,29 697,11 574,13 403,16 215,19 379,0,0,2 183,1 907,1 772,1 723,0,0,0,1 765,0,0,0,79,0,228,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,4 098,0,0,0,0,1 281
188,Bergstraße,199 708,148 308,3 135,2 708,145 173,145 600,44 903,35 748,64 472,50 275,12 966,25 219,9 171,10 891,11 296,15 683,0,0,2 365,1 607,0,1 458,0,0,0,1 618,0,0,0,41,0,165,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,2 782,0,0,0,0,0
189,Eichsfeld – Nordhausen – Unstrut-Hainich-Kreis I,204 717,136 404,1 658,1 545,134 746,134 859,22 854,22 341,57 882,51 863,9 942,14 382,33 005,32 391,5 540,6 507,0,0,3 798,3 631,0,299,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 416,1 009,0,2 309,0,0,0,0,309
190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis II,201 700,131 047,1 984,1 912,129 063,129 135,29 106,23 845,44 903,42 063,8 211,11 921,35 666,36 508,4 921,6 451,0,0,4 864,4 607,0,467,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,2 516,0,0,0,0,1 392
191,Kyffhäuserkreis – Sömmerda – Weimarer Land I,201 075,128 032,1 860,1 843,126 172,126 189,22 839,21 710,42 706,39 723,9 808,12 671,39 605,37 959,5 762,6 074,0,0,4 857,4 385,0,491,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,0,2 584,0,0,0,0,595
192,Gotha – Ilm-Kreis,214 510,139 919,2 112,1 971,137 807,137 948,37 032,27 092,40 063,42 479,10 056,12 393,35 942,38 257,7 391,7 608,0,0,5 475,4 924,0,513,0,0,0,0,0,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,3 992,0,0,0,0,1 848
193,Erfurt – Weimar – Weimarer Land II,225 534,151 129,1 962,1 637,149 167,149 492,33 468,26 879,45 899,41 750,8 889,13 419,43 013,41 765,12 129,15 620,0,0,4 149,3 760,0,451,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,4 955,0,0,0,0,1 620
194,Gera – Jena – Saale-Holzland-Kreis,245 228,164 803,2 274,1 893,162 529,162 910,34 658,28 034,46 590,44 951,15 695,16 832,49 344,48 724,11 471,13 243,0,0,4 771,4 209,0,574,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,0,5 519,0,0,0,0,0
195,Greiz – Altenburger Land,182 336,116 989,1 952,1 743,115 037,115 246,20 224,19 006,42 988,37 841,9 237,12 557,33 672,33 017,4 196,4 919,0,0,4 720,4 168,0,397,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,2 707,0,0,0,0,0
196,Sonneberg – Saalfeld-Rudolstadt – Saale-Orla-Kreis,231 447,148 939,2 261,1 845,146 678,147 094,27 824,25 004,46 726,44 770,12 534,14 342,45 820,45 439,5 684,6 654,0,0,6 574,5 978,0,615,0,0,0,0,0,0,582,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,0,3 340,0,0,0,0,934
197,Suhl – Schmalkalden-Meiningen – Hildburghausen,207 012,130 502,1 857,1 606,128 645,128 896,27 055,22 682,39 600,38 338,10 313,12 118,41 361,40 815,5 936,6 762,0,0,4 380,3 941,0,532,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,3 109,0,0,0,0,0
198,Neuwied,242 568,172 799,3 873,2 735,168 926,170 064,61 544,42 279,66 214,61 307,17 881,28 754,11 331,15 360,9 518,14 005,0,0,2 438,1 820,0,689,0,1 548,0,0,0,1 022,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,327,0,2 758,0,0,0,0,0
199,Ahrweiler,195 658,139 346,2 813,2 187,136 533,137 159,33 987,28 973,62 145,54 737,20 470,25 933,8 310,10 171,10 094,11 622,0,0,1 527,1 192,0,409,0,1 123,0,0,0,288,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,397,0,2 204,0,0,0,0,0
200,Koblenz,196 560,138 790,3 133,2 553,135 657,136 237,38 080,32 414,59 853,49 065,13 084,23 679,9 935,11 239,13 222,13 732,0,0,1 483,1 188,0,432,0,1 118,0,0,0,227,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,324,0,2 690,0,0,0,0,0
201,Mosel/Rhein-Hunsrück,178 493,129 502,4 212,2 615,125 290,126 887,29 768,26 369,59 719,49 993,15 621,24 093,8 979,10 510,9 690,10 221,0,0,1 513,1 130,0,482,0,1 278,0,0,0,385,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,284,0,2 017,0,0,0,0,0
202,Kreuznach,190 569,133 191,3 062,2 458,130 129,130 733,37 332,34 984,61 167,43 300,8 684,21 190,11 579,14 197,8 768,11 065,0,0,1 798,1 560,0,547,0,1 158,0,0,0,248,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,260,0,2 030,0,0,0,0,801
203,Bitburg,168 357,120 001,3 429,2 390,116 572,117 611,28 042,22 419,53 705,48 270,16 213,22 500,8 043,9 642,9 274,9 922,0,0,1 295,1 021,0,354,0,1 237,0,0,0,149,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,266,0,1 717,0,0,0,0,0
204,Trier,192 571,139 027,3 573,2 348,135 454,136 679,35 039,30 426,61 980,50 519,11 330,20 509,11 639,13 128,14 143,16 500,0,0,1 323,1 099,0,350,0,1 119,0,0,0,155,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,284,0,2 489,0,0,0,0,0
205,Montabaur,213 225,154 343,3 255,2 698,151 088,151 645,44 416,36 122,65 215,53 078,16 541,28 104,11 884,13 186,10 685,13 047,0,0,2 347,1 895,0,638,0,1 627,0,0,0,540,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,311,0,2 948,0,0,0,0,0
206,Mainz,251 837,191 097,3 627,2 619,187 470,188 478,57 338,43 303,68 081,61 777,22 054,29 045,10 737,13 922,23 696,29 745,0,0,2 043,1 153,0,2 265,0,1 035,0,0,0,245,0,34,304,0,0,0,0,0,0,0,0,0,0,0,0,0,96,833,0,0,2 384,1 305,0,4 553,0,0,0,0,0
207,Worms,202 156,147 381,3 191,2 788,144 190,144 593,54 255,39 125,51 892,46 831,14 051,22 748,10 218,12 098,10 515,14 609,0,0,3 259,2 284,0,1 508,0,1 468,0,0,0,421,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,425,0,2 909,0,0,0,0,0
208,Ludwigshafen/Frankenthal,217 445,153 455,3 013,2 744,150 442,150 711,48 713,40 325,57 736,48 785,12 878,22 392,13 002,15 457,9 277,12 919,0,0,1 807,1 798,3 631,3 601,0,1 443,0,0,0,314,210,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,319,3 188,3 079,0,0,0,0,0
209,Neustadt – Speyer,220 974,164 052,3 870,2 884,160 182,161 168,40 404,36 117,71 481,57 953,14 870,26 988,12 546,13 486,13 748,16 485,0,0,2 710,1 935,0,1 918,3 140,2 217,0,0,0,453,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,426,0,3 030,0,0,0,0,1 283
210,Kaiserslautern,235 030,163 350,4 062,3 166,159 288,160 184,55 070,44 362,52 311,45 212,14 725,22 932,22 205,22 670,10 834,13 936,0,0,4 143,3 197,0,1 373,0,2 074,0,0,0,414,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,406,0,3 421,0,0,0,0,0
211,Pirmasens,184 220,131 065,4 156,3 205,126 909,127 860,34 342,28 982,50 035,44 143,14 105,19 605,15 989,16 977,8 840,8 528,0,0,3 598,2 533,0,1 662,0,1 945,0,0,0,387,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,391,0,2 561,0,0,0,0,0
212,Südpfalz,214 215,156 149,3 719,3 029,152 430,153 120,42 287,34 790,61 994,52 517,19 431,26 201,10 926,13 137,12 637,15 635,0,0,3 230,2 272,0,1 980,0,1 889,0,0,0,575,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,609,0,3 322,0,0,0,0,1 925
213,Altötting,166 775,112 507,1 738,1 221,110 769,111 286,16 724,14 831,0,0,9 508,13 992,5 362,5 641,8 477,8 923,67 284,57 712,2 045,1 347,0,1 086,0,789,0,650,0,99,0,20,1 369,309,0,1 297,0,0,0,0,0,0,0,143,0,0,63,0,251,0,0,1 517,0,1 896,0,720,0,0,0
214,Erding – Ebersberg,185 961,140 360,2 228,1 157,138 132,139 203,24 402,19 106,0,0,16 433,22 094,6 073,6 265,17 573,17 458,67 518,61 088,1 837,1 018,0,1 711,0,996,0,959,0,91,0,35,0,54,0,1 434,0,0,0,0,0,0,0,114,0,0,60,0,289,0,3 969,2 453,0,2 562,0,1 416,0,0,327
215,Freising,212 087,154 723,2 174,1 218,152 549,153 505,21 693,20 646,0,0,20 220,22 532,8 510,8 417,25 879,18 984,71 748,68 578,2 636,1 855,0,928,0,1 052,0,1 031,0,162,0,32,5,47,63,1 467,0,0,0,0,0,0,0,119,0,0,71,0,338,0,88,1 933,0,3 691,1 697,1 622,0,0,10
216,Fürstenfeldbruck,244 678,186 845,2 143,1 556,184 702,185 289,35 144,29 179,0,0,20 645,29 842,7 146,8 768,19 965,23 104,90 368,79 120,2 007,1 508,0,879,0,1 065,0,1 313,0,150,0,36,0,70,3 109,1 990,0,0,0,0,0,0,0,141,0,0,101,0,408,0,3 120,1 851,0,3 568,2 415,2 196,0,0,783
217,Ingolstadt,250 512,174 765,2 418,1 611,172 347,173 154,26 630,26 701,0,0,13 994,21 359,10 838,10 621,14 082,14 178,98 542,85 841,3 276,2 569,0,1 257,0,1 147,0,993,0,227,0,34,656,120,0,1 321,0,0,0,0,0,0,0,146,0,0,85,0,226,0,3 863,2 323,0,3 421,0,585,0,0,466
218,München-Nord,220 785,158 045,1 459,1 123,156 586,156 922,55 691,31 067,0,0,15 766,28 189,7 773,10 705,15 307,27 405,57 161,48 622,1 531,1 117,0,482,0,461,0,1 019,0,96,123,70,217,95,0,751,0,0,0,0,0,0,0,85,0,0,73,0,306,0,1 732,1 283,0,4 164,0,932,0,0,1 285
219,München-Ost,231 017,170 334,1 469,1 028,168 865,169 306,44 917,32 109,0,0,24 022,31 531,9 109,10 996,21 722,27 466,61 412,55 854,1 286,1 038,0,439,0,546,0,1 099,0,106,0,51,221,127,1 574,1 079,0,0,0,0,0,0,0,83,0,0,74,0,352,0,2 147,1 283,0,3 715,1 616,1 358,0,0,839
220,München-Süd,211 617,155 666,1 546,1 000,154 120,154 666,43 835,30 403,0,0,17 033,25 600,8 266,10 603,20 507,26 219,58 849,51 064,1 289,1 073,0,503,0,493,0,1 005,0,153,0,54,460,148,0,813,0,0,0,0,0,0,0,111,0,0,63,0,325,0,2 097,1 236,0,3 624,0,1 176,0,0,1 784
221,München-West/Mitte,231 682,173 138,1 561,1 086,171 577,172 052,47 101,32 308,0,0,20 442,29 355,9 665,11 587,24 967,33 340,63 075,53 814,1 413,1 029,0,498,0,528,0,1 120,0,160,0,33,412,140,0,929,0,0,0,0,0,0,0,117,0,0,69,0,361,0,2 623,1 550,0,4 045,0,1 069,0,0,1 879
222,München-Land,242 625,192 148,1 783,1 145,190 365,191 003,37 277,31 856,0,0,26 030,37 893,7 201,8 581,25 062,24 576,87 060,75 712,1 548,1 145,0,793,1 926,1 106,0,1 131,0,105,0,20,0,62,0,1 038,0,0,0,0,0,0,0,81,0,0,91,0,337,0,1 986,1 515,0,3 471,1 601,1 490,0,674,0
223,Rosenheim,226 483,161 912,2 087,1 544,159 825,160 368,23 041,20 380,0,0,14 745,23 226,5 967,7 074,19 499,18 258,82 305,74 860,1 172,1 186,3 455,2 960,0,926,0,966,0,149,0,34,375,193,3 612,2 659,0,0,0,0,0,0,0,195,0,0,73,0,455,0,3 905,2 669,0,2 503,1 749,1 602,0,0,0
