WahlkreisNr,Wahlkreis,Voters,Voted,Invalid_S1,Invalid_S2,Valid_S1,Valid_S2,SPD_S1,SPD_S2,CDU_S1,CDU_S2,FDP_S1,FDP_S2,DIE LINKE_S1,DIE LINKE_S2,GRÜNE_S1,GRÜNE_S2,CSU_S1,CSU_S2,NPD_S1,NPD_S2,REP_S1,REP_S2,FAMILIE_S1,FAMILIE_S2,Tierschutzpartei_S1,Tierschutzpartei_S2,PBC_S1,PBC_S2,MLPD_S1,MLPD_S2,BüSo_S1,BüSo_S2,BP_S1,BP_S2,PSG_S2,Volksabstimmung_S1,Volksabstimmung_S2,ZENTRUM_S1,ZENTRUM_S2,ADM_S1,ADM_S2,CM_S2,DKP_S1,DKP_S2,DVU_S2,DIE VIOLETTEN_S1,DIE VIOLETTEN_S2,FWD_S2,ÖDP_S1,ÖDP_S2,PIRATEN_S1,PIRATEN_S2,Bündnis21/RRP_S1,Bündnis217RRP_S2,RENTNER_S2,Freie Union_S1,Übrige_S1
201,Mosel/Rhein-Hunsrück,178493,129502,4212,2615,125290,126887,29768,26369,59719,49993,15621,24093,8979,10510,9690,10221,,,1513,1130,,482,,1278,,,,385,,25,,,,,,,,,,,,,,,100,,,,,284,,2017,,,,,
202,Kreuznach,190569,133191,3062,2458,130129,130733,37332,34984,61167,43300,8684,21190,11579,14197,8768,11065,,,1798,1560,,547,,1158,,,,248,,36,,,,,,,,,,,,,,,158,,,,,260,,2030,,,,,801
203,Bitburg,168357,120001,3429,2390,116572,117611,28042,22419,53705,48270,16213,22500,8043,9642,9274,9922,,,1295,1021,,354,,1237,,,,149,,22,,,,,,,,,,,,,,,92,,,,,266,,1717,,,,,
204,Trier,192571,139027,3573,2348,135454,136679,35039,30426,61980,50519,11330,20509,11639,13128,14143,16500,,,1323,1099,,350,,1119,,,,155,,27,,,,,,,,,,,,,,,74,,,,,284,,2489,,,,,
205,Montabaur,213225,154343,3255,2698,151088,151645,44416,36122,65215,53078,16541,28104,11884,13186,10685,13047,,,2347,1895,,638,,1627,,,,540,,31,,,,,,,,,,,,,,,118,,,,,311,,2948,,,,,
206,Mainz,251837,191097,3627,2619,187470,188478,57338,43303,68081,61777,22054,29045,10737,13922,23696,29745,,,2043,1153,,2265,,1035,,,,245,,34,304,,,,,,,,,,,,,,96,833,,,2384,1305,,4553,,,,,
207,Worms,202156,147381,3191,2788,144190,144593,54255,39125,51892,46831,14051,22748,10218,12098,10515,14609,,,3259,2284,,1508,,1468,,,,421,,30,,,,,,,,,,,,,,,137,,,,,425,,2909,,,,,
208,Ludwigshafen/Frankenthal,217445,153455,3013,2744,150442,150711,48713,40325,57736,48785,12878,22392,13002,15457,9277,12919,,,1807,1798,3631,3601,,1443,,,,314,210,121,,,,,,,,,,,,,,,158,,,,,319,3188,3079,,,,,
209,Neustadt  Speyer,220974,164052,3870,2884,160182,161168,40404,36117,71481,57953,14870,26988,12546,13486,13748,16485,,,2710,1935,,1918,3140,2217,,,,453,,44,,,,,,,,,,,,,,,116,,,,,426,,3030,,,,,1283
210,Kaiserslautern,235030,163350,4062,3166,159288,160184,55070,44362,52311,45212,14725,22932,22205,22670,10834,13936,,,4143,3197,,1373,,2074,,,,414,,55,,,,,,,,,,,,,,,132,,,,,406,,3421,,,,,
211,Pirmasens,184220,131065,4156,3205,126909,127860,34342,28982,50035,44143,14105,19605,15989,16977,8840,8528,,,3598,2533,,1662,,1945,,,,387,,32,,,,,,,,,,,,,,,114,,,,,391,,2561,,,,,
212,Südpfalz,214215,156149,3719,3029,152430,153120,42287,34790,61994,52517,19431,26201,10926,13137,12637,15635,,,3230,2272,,1980,,1889,,,,575,,59,,,,,,,,,,,,,,,134,,,,,609,,3322,,,,,1925
213,Altötting,166775,112507,1738,1221,110769,111286,16724,14831,,,9508,13992,5362,5641,8477,8923,67284,57712,2045,1347,,1086,,789,,650,,99,,20,1369,309,,1297,,,,,,,,143,,,63,,251,,,1517,,1896,,720,,,
214,Erding  Ebersberg,185961,140360,2228,1157,138132,139203,24402,19106,,,16433,22094,6073,6265,17573,17458,67518,61088,1837,1018,,1711,,996,,959,,91,,35,,54,,1434,,,,,,,,114,,,60,,289,,3969,2453,,2562,,1416,,,327
215,Freising,212087,154723,2174,1218,152549,153505,21693,20646,,,20220,22532,8510,8417,25879,18984,71748,68578,2636,1855,,928,,1052,,1031,,162,,32,5,47,63,1467,,,,,,,,119,,,71,,338,,88,1933,,3691,1697,1622,,,10
216,Fürstenfeldbruck,244678,186845,2143,1556,184702,185289,35144,29179,,,20645,29842,7146,8768,19965,23104,90368,79120,2007,1508,,879,,1065,,1313,,150,,36,,70,3109,1990,,,,,,,,141,,,101,,408,,3120,1851,,3568,2415,2196,,,783
217,Ingolstadt,250512,174765,2418,1611,172347,173154,26630,26701,,,13994,21359,10838,10621,14082,14178,98542,85841,3276,2569,,1257,,1147,,993,,227,,34,656,120,,1321,,,,,,,,146,,,85,,226,,3863,2323,,3421,,585,,,466
218,München-Nord,220785,158045,1459,1123,156586,156922,55691,31067,,,15766,28189,7773,10705,15307,27405,57161,48622,1531,1117,,482,,461,,1019,,96,123,70,217,95,,751,,,,,,,,85,,,73,,306,,1732,1283,,4164,,932,,,1285
219,München-Ost,231017,170334,1469,1028,168865,169306,44917,32109,,,24022,31531,9109,10996,21722,27466,61412,55854,1286,1038,,439,,546,,1099,,106,,51,221,127,1574,1079,,,,,,,,83,,,74,,352,,2147,1283,,3715,1616,1358,,,839
220,München-Süd,211617,155666,1546,1000,154120,154666,43835,30403,,,17033,25600,8266,10603,20507,26219,58849,51064,1289,1073,,503,,493,,1005,,153,,54,460,148,,813,,,,,,,,111,,,63,,325,,2097,1236,,3624,,1176,,,1784
221,München-West/Mitte,231682,173138,1561,1086,171577,172052,47101,32308,,,20442,29355,9665,11587,24967,33340,63075,53814,1413,1029,,498,,528,,1120,,160,,33,412,140,,929,,,,,,,,117,,,69,,361,,2623,1550,,4045,,1069,,,1879
222,München-Land,242625,192148,1783,1145,190365,191003,37277,31856,,,26030,37893,7201,8581,25062,24576,87060,75712,1548,1145,,793,1926,1106,,1131,,105,,20,,62,,1038,,,,,,,,81,,,91,,337,,1986,1515,,3471,1601,1490,,674,
223,Rosenheim,226483,161912,2087,1544,159825,160368,23041,20380,,,14745,23226,5967,7074,19499,18258,82305,74860,1172,1186,3455,2960,,926,,966,,149,,34,375,193,3612,2659,,,,,,,,195,,,73,,455,,3905,2669,,2503,1749,1602,,,
224,Starnberg,242366,183059,2456,1459,180603,181600,28179,23078,,,25954,34361,6928,7442,19133,21967,98057,81106,2215,1409,,786,49,939,,1167,,140,,33,,68,,1973,,,,,,,,161,,,101,,516,,41,1717,,2611,35,2025,,12,
225,Traunstein,205115,142584,1966,1402,140618,141182,21406,17747,,,10142,18243,6156,7122,16188,16341,76741,68886,2063,1641,,1420,,727,,864,,245,,16,608,139,2860,2163,,,,,,,,249,,,71,,325,,2409,1927,,1868,1296,1188,,749,
226,Weilheim,249153,183832,2439,1704,181393,182128,25894,23512,,,19076,28911,7568,8897,21516,20871,94302,83058,1883,1501,,835,,1257,,1128,,219,,28,,57,3399,2740,,,,,,,,193,,,91,,489,,4511,3277,,3098,1921,1966,,,1323
227,Deggendorf,154767,94922,1524,1049,93398,93873,15336,13611,,,11065,13485,6851,7536,6717,6189,49398,43628,3039,2190,,1449,,686,,537,,110,,17,,25,,1213,,,,,,,,112,,,46,,187,,,1178,,1160,,514,,992,
228,Landshut,246833,171065,2818,1584,168247,169481,25337,23634,,,22940,24031,9362,9554,17133,15002,84953,82466,3295,2373,,1373,,1152,,1172,,130,,28,,41,,1397,,,,,,,,155,,,80,1176,710,,4051,2635,,2843,,705,,,
229,Passau,186068,118249,1536,1124,116713,117125,16573,17773,,,22069,18202,9217,9198,8767,9054,54275,52476,2600,2077,,792,,789,,723,,100,,18,,40,,912,,,,,,,,116,,,72,,226,,3212,2392,,1618,,547,,,
230,Rottal-Inn,162109,104487,2052,1227,102435,103260,17920,14151,,,10305,14359,4868,5742,5828,6786,54904,51702,1743,1761,1719,1388,,674,,599,,59,,20,522,124,,1140,,,,,,,,157,,,54,,194,,4626,2472,,1392,,486,,,
231,Straubing,173068,112708,1621,1345,111087,111363,24922,15817,,,8650,15232,5410,7257,4372,5925,61572,55844,2519,2085,,1258,,772,,629,,69,,13,,28,,1232,,,,,,,,93,,,47,,171,,3040,2831,,1526,,534,,,602
232,Amberg,214616,153659,3314,1680,150345,151979,30587,25606,,,18922,19418,10544,10629,13833,12807,71148,68586,3818,2839,,913,,1284,,965,,234,,37,,62,,1026,,,,,,,,198,,,105,,213,,,2083,,3686,1493,1288,,,
233,Regensburg,243083,171002,1933,1455,169069,169547,35207,29375,,,21618,22998,10514,11453,14784,18343,75653,72120,2753,2297,,1100,,1037,,1316,,153,,40,,68,,1078,,,,,,,,129,,,101,,430,,4410,2772,2903,3566,1227,1171,,,
234,Schwandorf,216044,143939,2151,1957,141788,141982,34321,24828,,,11058,16553,9396,11310,6423,8580,72791,66951,3463,3020,,1185,,1225,,966,,159,,22,,49,,1288,,,,,,,,226,,,94,,191,,2830,2305,,2269,,761,,,1506
235,Weiden,172011,124026,1859,2270,122167,121756,24261,24467,,,8664,14272,6567,9093,6031,8060,54891,54009,2994,3071,,693,,1132,,872,,108,,21,,33,,1054,,,,,,,,222,,,59,,176,,1563,1565,,2207,,642,,,17196
236,Bamberg,177197,129049,1563,1170,127486,127879,26044,19553,,,13590,17523,7601,8316,11726,13512,62548,57433,1899,1759,2213,1937,,1061,,790,,188,,58,,33,1562,770,,,,,,,,138,,,55,,244,,,754,,3041,,714,,,303
237,Bayreuth,164344,117290,1654,974,115636,116316,23920,22018,,,9898,16066,6318,6865,13096,10937,58848,51124,1701,1593,1855,1520,,818,,690,,293,,20,,30,,414,,,,,,,,131,,,50,,181,,,595,,2401,,570,,,
238,Coburg,162834,115851,1784,1272,114067,114579,28882,26869,,,8805,13398,7475,8116,9380,8707,55174,49248,2775,2384,,614,,711,,597,,231,,35,,25,,261,,,,,,,,70,,,56,,165,,1234,697,,2093,,302,,,342
239,Hof,180735,126096,2057,1735,124039,124361,33763,29265,,,9604,14036,9994,10550,9302,8678,57632,51661,3094,2458,,916,,999,,1005,,511,,31,,49,,487,,,,,,,,111,,,93,,167,,,484,,2248,,612,,,650
240,Kulmbach,173473,128501,1198,1384,127303,127117,18717,21863,,,4885,14520,6624,8038,5985,8731,86658,62880,3027,2682,,1215,,1045,,827,,259,,25,,48,,546,,,,,,,,112,,,59,,185,,1407,1091,,2332,,659,,,
241,Ansbach,243953,171989,2553,2119,169436,169870,37133,32847,,,17346,23222,9231,12176,14054,17294,80239,68128,3835,3023,,1301,,1520,,1061,,618,,37,,42,,553,,,,,,,,187,,,128,,400,,3658,2662,3248,3512,,1159,,,692
242,Erlangen,177261,135845,1335,1091,134510,134754,32269,28248,,,12736,20048,8275,8821,15036,18043,60685,48552,1596,1362,,596,1946,1095,,794,,208,,45,,37,,308,,,,,,,,70,,,50,,210,,1686,1177,,4096,,994,,,281
243,Fürth,249703,179941,2512,2030,177429,177911,44505,37820,,,15361,24978,13798,14667,17109,20314,76897,63392,3551,2714,,1251,,1512,,1355,,393,,66,,66,,492,,,,,,,,142,,,136,,364,,,1610,4166,5035,,1604,,2042,
244,Nürnberg-Nord,189738,135154,1572,1190,133582,133964,41246,29751,,,10652,18528,10923,12554,15043,20934,48943,40094,2320,1835,,611,,620,,1129,,168,187,106,,52,,233,,,,,,,,89,,,79,,313,,,847,4268,4940,,1081,,,
245,Nürnberg-Süd,184672,124786,1689,1371,123097,123415,37159,30766,,,10498,14592,10794,11698,10048,12210,47519,42645,3136,2548,,752,,776,,946,,209,,62,,44,,267,,,,,,,,85,,,80,,262,,,753,2653,3220,1290,1500,,,
246,Roth,224946,171076,2256,1692,168820,169384,40464,36327,,,18809,23177,9610,11262,16521,19517,75280,64763,3289,2487,,1474,,1139,,1162,,359,,28,,42,,495,,,,,,,,120,,,94,,361,,,1065,3205,3690,1642,1822,,,
247,Aschaffenburg,183872,135005,2840,2297,132165,132708,25143,23235,,,15185,20868,8072,8828,22717,15071,56491,53201,2716,1750,,1791,,1089,,917,,99,,67,,50,,329,,,,,,,,120,,,60,,246,,1841,979,,2828,,1180,,,
248,Bad Kissingen,219607,162052,2659,1900,159393,160152,28487,23712,,,13592,22188,13000,13717,14723,12475,85574,75708,3305,2504,,1580,,1339,,804,,259,,33,,56,,495,,,,,,,,196,,,70,,264,,,1242,,2807,,703,,,712
249,Main-Spessart,199081,147482,3186,2289,144296,145193,28659,25872,,,12858,20360,8817,9346,13649,14285,75542,63513,1620,1575,2230,1826,,1205,,1067,921,232,,46,,47,,379,,,,,,,,113,,,59,,307,,,1087,,2888,,986,,,
250,Schweinfurt,200116,146050,3121,1867,142929,144183,27794,24747,,,13713,18742,14803,13317,14598,13182,66253,62265,3029,1829,,1790,,1090,,771,,277,,62,,40,2213,784,,,,,,,,157,,,57,,242,,,990,,3076,,765,,,526
251,Würzburg,225807,170031,2185,1569,167846,168462,39055,31440,,,17030,23203,9334,10582,21914,24341,73800,65294,2312,1287,,2462,,1011,,1103,,250,,36,,59,,428,,,,,,,,147,,,39,,260,,,1422,3659,4262,,836,,,742
252,Augsburg-Stadt,206196,135957,1789,1748,134168,134209,26268,24981,,,14638,17645,9318,10552,19708,16898,56644,51728,2038,1602,,899,,665,,965,,136,230,113,177,89,1022,674,,,,,,,,115,,,88,,307,,1621,1073,,4166,1658,1513,,,846
253,Augsburg-Land,240672,177024,2484,1754,174540,175270,27427,25356,,,20137,27522,8264,9425,15031,16430,92508,80335,2834,2168,,1777,,1187,,1208,,200,,46,444,122,2552,1609,,,,,,,,191,,,110,,405,,2804,1790,,3399,2539,1990,,,
254,Donau-Ries,189097,133619,2191,1497,131428,132122,20901,18290,,,15337,19314,8025,7605,9962,10139,69102,64647,2549,1919,,1725,,1077,,703,,172,,30,,41,2385,1432,,,,,,,,182,,,63,888,495,,1982,1367,,2170,,751,,,297
255,Neu-Ulm,235775,164678,2832,1790,161846,162888,24977,23937,,,18406,26391,10245,10341,17398,14310,82046,72060,4483,3499,,1013,,1283,,1040,,344,,36,,96,,1005,,,,,,,,250,,,131,,331,,4291,2387,,3496,,938,,,
256,Oberallgäu,221708,158857,2008,1618,156849,157239,19107,20392,,,17464,26018,7842,8735,20093,17753,83181,70559,1314,1202,2092,1800,,1200,,1039,,242,,41,,53,2606,1507,,,,,,,,357,,,71,,353,,3150,2299,,2635,,983,,,
257,Ostallgäu,242341,170224,2992,2194,167232,168030,22859,20544,,,21115,28362,8822,9369,15030,15668,85429,77911,2814,2262,,1010,,1196,,1018,,390,,34,,85,5367,2849,,,,,,,,397,,,119,,334,,3671,2728,,2951,,803,,737,1388
258,Stuttgart I,184454,142504,1527,1120,140977,141384,25364,26656,48518,39482,14514,27557,6601,9439,42116,31076,,,1068,691,,758,,,,667,,250,,144,446,150,,,,,143,,,,30,,,,60,,361,,,494,2350,3426,,,,,
259,Stuttgart II,181088,129259,1789,1539,127470,127720,33525,26675,44002,37151,13327,22059,10902,11437,21453,22916,,,1673,999,,1365,,,,756,,263,322,253,373,128,,,,,217,,,,43,,,,62,,336,,,444,1893,2616,,,,,
260,Böblingen,244919,185176,2730,2507,182446,182669,36550,34915,82344,61918,23717,38125,9657,11118,24138,25364,,,2914,2265,,1273,,,,1089,,1085,328,197,,68,,,,,346,,,,49,,,,88,,356,,,552,2798,3861,,,,,
261,Esslingen,165210,125558,1711,1450,123847,124108,35396,25797,53829,41672,10819,22873,6225,7680,15511,19402,,,1768,1069,,1601,,,,582,,275,299,148,,68,,,,,239,,,,50,,,,40,,210,,,351,,2051,,,,,
262,Nürtingen,204091,154949,2431,1978,152518,152971,36910,28943,66116,51146,17768,31686,7973,8661,21104,22902,,,2647,1411,,2651,,,,787,,701,,88,,94,,,,,502,,,,100,,,,59,,275,,,413,,2552,,,,,
263,Göppingen,180442,129901,2288,2045,127613,127856,33916,26524,55049,42318,13177,24408,8157,9327,14009,17018,,,2385,1730,,1377,,,,956,,465,,79,,60,,,,,261,,,,46,,,,68,,325,,920,523,,2371,,,,,
264,Waiblingen,220220,164521,2560,2140,161961,162381,44071,31431,69575,53864,19793,33634,8627,10511,15379,22834,,,2720,1775,,1503,,,,934,,907,319,140,,70,,,,,311,,,,124,,,,94,,503,,1477,881,,2865,,,,,
265,Ludwigsburg,206805,156053,2440,1882,153613,154171,34718,31079,61328,50274,19431,30179,9800,10382,23966,23090,,,2436,1538,,1548,,,,943,971,608,,109,,64,,,,,245,,,,59,,,,70,,360,,963,628,,2995,,,,,
266,Neckar-Zaber,224090,170674,2745,2300,167929,168374,39430,33711,70606,55618,24682,34641,9169,10852,18626,22773,,,2798,1941,,1954,,,,1161,,905,,60,,85,,,,,318,,,,68,,,,108,,353,,1177,785,,3041,,,,,1441
267,Heilbronn,241035,168927,3239,2698,165688,166229,41484,35331,73308,57889,19924,31932,10693,12256,14594,16917,,,3657,2622,,1853,,,,1131,,912,372,186,,70,,,,,358,,,,62,,,,160,,264,,1656,1040,,3246,,,,,
268,Schwäbisch Hall  Hohenlohe,223234,154351,3030,2561,151321,151790,32606,27907,65474,52745,19839,28688,10938,11554,18132,19829,,,3328,2429,,1444,,,,1070,,1173,,86,,78,,,,,401,,,,57,,,,157,,317,,,905,,2950,,,,,1004
269,Backnang  Schwäbisch Gmünd,176381,126601,2504,2189,124097,124412,30902,24289,55492,44068,12822,23060,8177,8840,12749,15606,,,2404,1578,,1608,,,,777,1240,909,,92,,79,,,,,276,,,,56,,,,83,,329,,,533,,2229,,,,,311
270,Aalen  Heidenheim,224418,159936,3218,2871,156718,157065,39951,32195,70599,57878,15604,26534,11775,12351,14226,17732,,,2996,1867,,2251,,,,915,,644,,55,,86,,,,,397,,,,66,,,,123,,314,,,827,,2830,,,,,1567
271,Karlsruhe-Stadt,201833,143521,2030,1855,141491,141666,37845,29227,53872,40566,11845,24654,10034,11807,21452,26051,,,1534,1295,,544,,,,894,,444,234,133,,75,,,,,205,,,,28,,,,76,,254,,,405,4359,5008,,,,,316
272,Karlsruhe-Land,208654,155522,2991,2339,152531,153183,39021,31160,68951,55285,17668,29292,8569,9935,15506,18066,,,2310,1567,,1228,,,,1107,,896,,67,,71,,,,,406,,,,48,,,,95,,263,,,390,,3307,,,,,506
273,Rastatt,208664,146160,3219,2667,142941,143493,33279,27376,68652,55806,14235,25553,8935,10093,15404,16649,,,2436,1727,,1013,,,,1095,,348,,58,,83,,,,,316,,,,58,,,,81,,321,,,378,,2538,,,,,
274,Heidelberg,211807,162920,2338,1932,160582,160988,47683,35337,57963,49296,19314,28419,8985,11823,24985,28349,,,1652,1318,,686,,,,958,,288,,57,,62,,,,,239,,,,40,,,,71,,285,,,364,,3396,,,,,
275,Mannheim,198437,134143,2149,1785,131994,132358,39845,32627,48137,38435,11782,19900,12520,14936,16648,18052,,,2418,1772,,987,,,,1090,,238,333,121,,60,,,,,286,,,,48,,,,73,,239,,,236,,3258,,,,,311
276,Odenwald  Tauber,215910,153296,3375,3040,149921,150256,29977,27740,75337,63120,17199,25455,9821,10357,13173,13770,,,2876,2015,,1415,,,,1139,,502,,59,,98,,,,,332,,,,51,,,,125,,274,,1538,1156,,2648,,,,,
277,Rhein-Neckar,195971,144215,2928,2277,141287,141938,35426,29356,59755,49922,17833,26191,10596,11078,14952,16723,,,2725,1894,,979,,,,1060,,489,,49,,65,,,,,328,,,,66,,,,95,,267,,,406,,2970,,,,,
278,Bruchsal  Schwetzingen,194304,141401,3452,2611,137949,138790,32525,27934,64659,50031,15785,26626,9995,10723,12082,14084,,,2903,1825,,1642,,,,1301,,385,,65,,70,,,,,357,,,,48,,,,85,,254,,,384,,2976,,,,,
279,Pforzheim,220877,155907,3120,2805,152787,153102,34944,30652,62224,52771,24640,30192,10353,11279,15236,17556,,,3172,2029,,1439,,,,1211,2218,1374,,73,,67,,,,,450,,,,64,,,,148,,337,,,412,,3048,,,,,
280,Calw,198923,142812,2877,2537,139935,140275,28255,24450,64808,53358,17528,28260,9136,9537,13460,14464,,,1915,1813,2172,1955,,,,1023,2661,1698,,72,,68,,,,,325,,,,51,,,,70,,277,,,464,,2390,,,,,
281,Freiburg,210636,157681,2537,1998,155144,155683,51192,32691,44749,42224,12674,21887,9675,13793,33878,35536,,,890,764,1063,981,,,,1165,,581,,88,,49,,,,,369,,,,56,,,,78,1023,658,,,474,,4289,,,,,
282,Lörrach  Müllheim,225703,156692,2864,2577,153828,154115,49591,33953,58282,49707,16932,26425,9268,10802,16151,23904,,,2106,1271,,1333,,,,1124,1498,987,,57,,55,,,,,508,,,,51,,,,77,,323,,,422,,3116,,,,,
283,Emmendingen  Lahr,213013,149482,3557,3458,145925,146024,35339,29740,61427,50594,14470,24135,10238,11134,22429,21332,,,2022,1310,,986,,,,1425,,584,,38,,56,,,,,399,,,,298,,,,86,,355,,,523,,3029,,,,,
284,Offenburg,204619,141835,3305,3164,138530,138671,27052,24662,65336,52083,15454,24887,10129,10742,17460,18247,,,2069,1506,,914,,,,974,,444,,42,,75,,,,,453,,,,93,,,,97,,417,,,430,,2605,,,,,1030
285,Rottweil  Tuttlingen,200726,141391,3816,3024,137575,138367,22388,22550,66104,53547,24395,30249,8140,8753,11503,12924,,,3006,2298,,1126,,,,1022,,782,,45,,110,,,,,502,,,,140,,,,131,,294,,2039,1498,,2396,,,,,
286,Schwarzwald-Baar,167458,117355,2983,2618,114372,114737,21835,20374,54172,41694,15292,23812,7158,7837,13034,13344,,,2881,1978,,553,,,,937,,694,,80,,61,,,,,287,,,,166,,,,100,,254,,,455,,2111,,,,,
287,Konstanz,197671,140167,2793,2480,137374,137687,29713,26047,59256,43844,20335,29372,8943,9344,17439,20482,,,1688,1309,,533,,,,1319,,419,,62,,60,,,,,490,,,,116,,,,83,,444,,,465,,3298,,,,,
288,Waldshut,177784,125418,2689,2066,122729,123352,35026,23058,50967,45201,13686,22993,7100,7765,13091,16971,,,1667,941,,1190,,,,869,,574,,38,,67,,,,,370,,,,48,,,,74,,338,,843,611,,2244,,,,,349
289,Reutlingen,198399,145797,3392,2561,142405,143236,31385,25762,60739,48389,18198,28734,8449,10056,19869,21388,,,2488,1818,,1282,,,,853,,584,490,190,,75,,,,,466,,,,81,,,,96,,264,,,406,,2792,,,,,787
290,Tübingen,189559,143896,2199,1855,141697,142041,28501,26823,55188,43603,13680,24233,9801,11185,30560,26939,,,2078,1452,,1122,,,,870,,525,,140,,63,,,,,372,,,,42,,,,73,,318,,814,633,,3648,,,,,1075
291,Ulm,218934,161713,3270,2567,158443,159146,35885,28434,67812,57169,18278,28714,9608,10648,21479,22893,,,2513,1794,,1211,,,,1088,,647,310,161,,97,,,,,525,,,,77,,,,130,,392,,,859,,4307,,,,,2558
292,Biberach,162508,117289,3263,2303,114026,114986,26275,15742,48662,49688,17233,21665,6117,6636,11176,12524,,,2389,1401,,1289,,,,879,,413,,40,,77,,,,,382,,,,60,,,,100,,277,,1760,1536,,2277,,,,,414
293,Bodensee,167789,122655,2181,1767,120474,120888,23587,20080,54169,44205,16521,24483,7077,7775,17349,16962,,,1771,1277,,628,,,,813,,344,,57,,57,,,,,402,,,,148,,,,67,,444,,,705,,2441,,,,,
294,Ravensburg,181362,130128,3110,1966,127018,128162,22530,19969,56931,48146,17946,23997,7918,8428,18639,18408,,,2006,1250,,944,,,,883,,493,,74,,86,,,,,480,,,,115,,,,76,,444,,,1965,,2404,,,,,1048
295,Zollernalb  Sigmaringen,185890,130436,3243,2621,127193,127815,21695,20001,62858,49774,17220,27454,8292,8763,11802,12571,,,2895,2036,,1527,,,,956,,600,,137,,65,,,,,385,,,,86,,,,114,,297,,,572,,2477,,,,,2431
296,Saarbrücken,207292,146713,2699,2133,144014,144580,43737,34528,45748,38317,10597,17651,31946,34666,9696,12685,,,1967,1737,,,,1596,,,,,323,112,,,,,,,,,,,,,,,,,,,,,,2536,,752,,,
297,Saarlouis,214924,159639,4022,3446,155617,156193,51193,37749,58297,50566,11516,19643,24244,31057,8342,10194,,,2025,1874,,,,2013,,,,,,48,,,,,,,,,,,,,,,,,,,,,,2188,,861,,,
298,St. Wendel,184896,142795,3814,3079,138981,139716,42910,35506,55727,48373,9486,15094,22965,26775,6058,7507,,,1835,1629,,,,2273,,,,,,42,,,,,,,,,,,,,,,,,,,,,,1853,,664,,,
299,Homburg,201442,147047,3131,2669,143916,144378,44500,36681,48092,42033,10508,17039,27933,31382,6575,9164,,,2206,2159,,,4102,3030,,,,,,50,,,,,,,,,,,,,,,,,,,,,,2043,,797,,,
